,ckg_series_id,season_number,title_name,content_strategy_category,medal,content_cost
48015,db0049ed-ec61-4172-9d5e-3978231819e9,0,Honeyland,Docu-Movies (Acq),Bronze,140000.0
49580,db776ca1-6e17-432c-b01d-7a1d85e9b3b9,1,Texas Car Wars,Unscripted Series (Acq),Bronze,
48941,db92f3e1-7a6b-4a23-99a6-ee2aff6584c6,0,Harriet the Spy (1996),Movies (Acq),Bronze,125000.0
47529,db970ebe-9067-484d-bd8e-a4ab357d8f82,0,You Got Served,Movies (Acq),Bronze,65056.30573
49073,dbb0a994-c16f-42fa-bce2-3207cde284bd,1,Throttle Out Commute,Unscripted Series (Acq),Bronze,
49134,dbb0a994-c16f-42fa-bce2-3207cde284bd,2,Throttle Out Commute,Unscripted Series (Acq),Bronze,
47784,dc3552e4-32ed-4719-b3fb-7938b59b4658,4,Harley Quinn,Adult Animation Series (OP),Silver,13265000.0
48227,dc77f5c4-57e2-45f4-a16a-8fbbcbd351ef,0,Rock Hudson: All That Heaven Allowed,Docu-Movies (OP),Bronze,1300000.0
48603,dc9c935e-5bd4-4c84-a4f8-445f76633c88,0,Children of the Corn III: Urban Harvest,Movies (Acq),Bronze,81000.0
47597,dcb14a92-a71b-4515-ae5f-4c8f528ed273,4,Texas Metal,Unscripted Series (Acq),Bronze,
48425,dcb14a92-a71b-4515-ae5f-4c8f528ed273,5,Texas Metal,Unscripted Series (Acq),Bronze,
48553,dcb14a92-a71b-4515-ae5f-4c8f528ed273,2,Texas Metal,Unscripted Series (Acq),Bronze,
48477,dcb14a92-a71b-4515-ae5f-4c8f528ed273,1,Texas Metal,Unscripted Series (Acq),Bronze,
49618,dcb14a92-a71b-4515-ae5f-4c8f528ed273,6,Texas Metal,Unscripted Series (Acq),Bronze,
48648,dcb14a92-a71b-4515-ae5f-4c8f528ed273,7,Texas Metal,Unscripted Series (Acq),Bronze,
49054,dcb14a92-a71b-4515-ae5f-4c8f528ed273,3,Texas Metal,Unscripted Series (Acq),Bronze,
48160,dcb25ca1-2109-45df-bb02-884e6a1e65ee,0,Bulletproof Monk,Movies (Acq),Bronze,225000.0
48073,dced45b6-2296-45ee-8611-430a0c85892d,1,Border Control: Sweden,Unscripted Series (Acq),Bronze,
47483,dd0eadff-8dc6-4b37-86bd-43bc098d1722,45,"Diners, Drive-Ins, and Dives",Unscripted Series (Acq),Bronze,
49009,dd0eadff-8dc6-4b37-86bd-43bc098d1722,46,"Diners, Drive-Ins, and Dives",Unscripted Series (Acq),Bronze,
47902,dd0eadff-8dc6-4b37-86bd-43bc098d1722,47,"Diners, Drive-Ins, and Dives",Unscripted Series (Acq),Bronze,
48362,dd7b13c2-74a6-4e45-a5da-57526baf5936,1,Six Is Not a Crowd,Comedy Series (OP),Bronze,
49365,dd8049de-43c0-4ba9-9ad7-a97471e3adf2,0,The Five Heartbeats,Movies (Acq),Bronze,230000.0
48562,dd81fcb3-4d2c-4abb-9c97-88355f4978e1,1,Hard Knocks: In Season with the Miami Dolphins,Unscripted Series (OP),Bronze,
48747,ddbfdd7b-8bdb-4de3-83ca-c45399a2d1e9,0,Suspect Zero,Movies (Acq),Bronze,215000.0
49584,ddd917bc-a296-42fb-ad47-e53f13c41595,0,Halloween Crazier,Specials,Bronze,
48831,dde1e102-02cc-4ab9-8972-66f71d2a7f58,2024,HGTV Dream Home,Unscripted Series (Acq),Bronze,
48837,de3488b1-a8ab-4f34-8230-0a465a79ae86,17,Looney Tunes,Kids Series (Acq),Bronze,3681562.5
49162,de3488b1-a8ab-4f34-8230-0a465a79ae86,20,Looney Tunes,Kids Series (Acq),Bronze,3681562.5
48007,de709eb8-350d-401f-8983-7a9c376de6f9,0,Nine,Movies (Acq),Bronze,75000.0
49734,de831069-adaa-4ffa-8533-8e3defc7d8c7,0,Abandoned Waters,Specials,Bronze,
48218,de8b3629-2683-49be-bb63-5fe684bdd3dd,0,Luce,Movies (Acq),Bronze,261300.0
49470,deae84e5-3bd1-4f43-949d-9b7c61fca205,1,Bea's Block,Unscripted Series (OP),Bronze,15000000.0
47409,deb32bd5-b1ee-4c6e-8941-3063252dfa36,0,Rambo: Last Blood,Movies (Acq),Bronze,425250.0
48427,df611caa-3247-4fd6-80b8-1104e826037b,0,I Am Not Your Negro,Docu-Movies (Acq),Bronze,60000.0
48339,df7117e8-cdce-49cf-8f17-d1e76a64834c,0,The Foot Fist Way,Movies (Acq),Bronze,225000.0
49314,df91c7b0-3b29-43c8-84bc-2163bd6ba0e9,1,SEMA Live 2019,Unscripted Series (Acq),Bronze,
47686,dfec45c1-e992-45bb-9bb7-99e938fdc48e,1,Savior Complex,Docu-Series (OP),Bronze,3400000.0
47773,dff9abce-0c75-482e-8307-1e9837c0f662,27,Worst Cooks in America,Unscripted Series (Acq),Bronze,
49215,dff9abce-0c75-482e-8307-1e9837c0f662,26,Worst Cooks in America,Unscripted Series (Acq),Bronze,
48201,e012a081-112c-4a43-b2e6-9c063d4622ee,0,Air Jaws Apocalypse,,Bronze,
49631,e013fa8d-9a19-43fb-bfe9-f5ec05c93f86,0,The Terminator,Movies (Acq),Bronze,432000.0
48422,e024645e-9895-47e3-9e1f-4705e8568932,0,Shark Week: Off the Hook,Specials,Bronze,
47946,e0783f0c-7cc8-481b-bb42-a4fcde169578,0,Tequila Sunrise (1988),Movies (Acq),Bronze,
48308,e08f4e92-abc6-40dc-9ff8-263cf853e795,1,Million Dollar Collections,Unscripted Series (Acq),Bronze,
49225,e0da032f-5f19-4f3c-bb19-0562c30dee70,0,Frozen in Design,Specials,Bronze,
49550,e0fb38f8-9370-4fc9-bf3b-f33cdc05f902,1,A CARography,Docu-Series (Acq),Bronze,
49355,e10a65c1-c2f4-4c1e-9d92-934430470a0b,2,The Racing Line,Unscripted Series (Acq),Bronze,
47574,e10b27fe-5ee8-4597-9c8d-5d99918fbd6f,0,Fast Color,Movies (Acq),Bronze,208636.0
48004,e14d5b92-f975-4b32-b054-37cdfd36ae64,0,The Golden Child,Movies (Acq),Bronze,325000.0
47449,e1507ee2-06bf-4e20-a6c3-07ac8b49b464,0,Free Fire,Movies (Acq),Bronze,475000.0
49490,e15a9d57-a3e6-4da1-9048-b70ff66e3f10,55,Chopped: Volume 3,Unscripted Series (Acq),Bronze,
47738,e15a9d57-a3e6-4da1-9048-b70ff66e3f10,57,Chopped: Volume 3,Unscripted Series (Acq),Bronze,
48737,e15a9d57-a3e6-4da1-9048-b70ff66e3f10,58,Chopped: Volume 3,Unscripted Series (Acq),Bronze,
48287,e15a9d57-a3e6-4da1-9048-b70ff66e3f10,54,Chopped: Volume 3,Unscripted Series (Acq),Bronze,
47925,e15a9d57-a3e6-4da1-9048-b70ff66e3f10,56,Chopped: Volume 3,Unscripted Series (Acq),Bronze,
49315,e19851e5-da96-4413-911d-1940da3042bf,5,First Time Fixer,Unscripted Series (Acq),Bronze,
49683,e1a4030e-82ed-432d-8f68-5ad28d37a9a7,1,Drives Unexpected,Unscripted Series (Acq),Bronze,
48232,e1c2d169-c23b-4961-a2ee-f00d23a1117d,0,Deadpool,Movies (Acq),Bronze,4300000.0
48379,e1de231a-c9bd-4c8a-b346-3fcbb31369ab,0,Blindsided,Docu-Movies (Acq),Bronze,
48840,e20ca380-1747-423b-aa64-49fdc8b00c4d,0,Sharkmania 2017,Specials,Bronze,
47549,e2b211f8-8390-4a39-a645-5375b5a8dfdb,0,Sabrina,Movies (Acq),Bronze,200000.0
48305,e2c13d86-8375-43cc-a94f-3d1bf79314f6,0,Into the Shark Bite,Specials,Bronze,
47718,e31e53c1-9c15-4552-bf79-047f5248e009,0,White Men Can't Jump,Movies (Acq),Bronze,270000.0
47979,e3477c79-f931-4276-81b8-71f01be08b5e,1,What's Wrong with That House?,Unscripted Series (Acq),Bronze,
47426,e3542405-afcc-49ea-87f2-c842c9d92089,1,Take My Tumor,Unscripted Series (Acq),Bronze,
47503,e3b30f2a-402f-4a19-bc74-2ff7007a960f,0,Just Wright,Movies (Acq),Bronze,
48409,e3f4cc09-9aaf-44ca-9e99-35df26570bbe,5,Restoration Road With Clint Harp,Unscripted Series (Acq),Bronze,
48683,e3f4cc09-9aaf-44ca-9e99-35df26570bbe,4,Restoration Road With Clint Harp,Unscripted Series (Acq),Bronze,
48756,e45052fe-b11f-48ff-9517-a40e4f244009,3,Contraband: Seized at the Border,Unscripted Series (Acq),Bronze,
47901,e45052fe-b11f-48ff-9517-a40e4f244009,2,Contraband: Seized at the Border,Unscripted Series (Acq),Bronze,
47744,e45052fe-b11f-48ff-9517-a40e4f244009,1,Contraband: Seized at the Border,Unscripted Series (Acq),Bronze,
48423,e457d274-86f3-4cb3-b177-238752b3ca27,1,"Good Cop, Bad Cop",Docu-Series (Acq),Bronze,
48006,e46aa677-9d78-498c-950d-139f0fdcb623,0,The Bronze,Movies (Acq),Bronze,92600.0
47637,e472ac81-4e7d-483f-bb9d-7e819d342c56,0,Great White Open Ocean,Specials,Bronze,
47980,e497824d-1fb6-4fc3-9a81-894daf8db2fc,0,Ghost Adventures: Devil Island,Specials,Bronze,
48204,e4dcac5b-dc9d-46a0-adaa-0a4c7ee99dea,0,Menashe,Movies (Acq),Bronze,475000.0
48401,e4eb8f0b-2797-4654-a6b4-14fa09558514,0,I Escaped Jaws II,Specials,Bronze,
48433,e4f8fb35-1174-4606-8914-861d12739f96,0,Flash of Genius,Movies (Acq),Bronze,
49724,e4faadb6-6588-455d-bd3b-483e967c8f5c,0,Whitey,Docu-Movies (Acq),Bronze,60000.0
49697,e559ce47-ee47-4dfb-b12d-b09ecba8353a,0,The Killer Elite,Movies (Acq),Bronze,216000.0
48213,e588e652-87d7-4b0d-864e-9795956c7aa6,0,Un Gallo Con Muchos Huevos (Aka A Brave Little Rooster),Movies (Acq),Bronze,100000.0
48428,e5d6c089-3a87-449e-a34a-c54b0ca512a7,0,17th Annual ESSENCE Black Women in Hollywood,Specials,Bronze,
49209,e5e1d22e-2073-4f01-9a7e-8e3f87b5929e,0,Wild Mountain Thyme,Movies (Acq),Bronze,500000.0
48734,e5ee4779-14da-45e4-bca9-6210b4321a6d,0,Tropic Jaws,Specials,Bronze,
49370,e5f4b5e6-5c21-4113-a48a-dda32a052433,1,The Lives of Fèlix (Las Vidas de Fèlix),Docu-Series (OP),Bronze,
49667,e61d5deb-1ade-4701-bd19-43b63dc7e5ac,0,Music Within,Movies (Acq),Bronze,216000.0
48355,e628e693-a3f8-4a71-b3d0-5efc945d4f90,0,The Lost Cage,Specials,Bronze,
49180,e68661c5-ce3b-4562-874c-61cf03a10f6b,1,The Golden Boy,Docu-Series (OP),Bronze,3200000.0
49773,e695b86e-9757-4823-89b4-a3c2f67a30c5,0,Philomena,Movies (Acq),Bronze,278182.0
47493,e69982e5-8cca-4d16-8be8-b78125cb7a43,10,Holiday Baking Championship,Unscripted Series (Acq),Bronze,
48288,e6c746ff-06fe-4caa-b5bd-689e747fc457,0,Diamonds Are Forever,Movies (Acq),Bronze,252000.0
47769,e6f88e86-2b8c-40e4-890a-92bf8047dfb8,0,Friday The 13th: Part II,Movies (Acq),Bronze,225000.0
49343,e70ec2c0-0a59-4f75-9861-04fee9425ea5,8,Wide Open Throttle,Unscripted Series (Acq),Bronze,
49417,e70ec2c0-0a59-4f75-9861-04fee9425ea5,6,Wide Open Throttle,Unscripted Series (Acq),Bronze,
49170,e70ec2c0-0a59-4f75-9861-04fee9425ea5,5,Wide Open Throttle,Unscripted Series (Acq),Bronze,
49423,e70ec2c0-0a59-4f75-9861-04fee9425ea5,7,Wide Open Throttle,Unscripted Series (Acq),Bronze,
47945,e71c45d1-32d2-4880-8bab-8933414fcfdd,0,Shark Week's 25 Best Bites,Specials,Bronze,
49050,e730fc22-4553-4001-a7f7-e870325ad9f7,1,World's Greatest Drag Race,Unscripted Series (Acq),Bronze,
49466,e78d2b17-e4d5-4dc2-9874-fe45943ed609,2,90 Day Fiance UK,Unscripted Series (OP),Bronze,
48025,e791619f-84d1-45dc-985a-29ad06f0b1a2,8,Good Bones,Unscripted Series (Acq),Bronze,
47719,e79d4803-4e6c-455c-bec8-b6ab03561cd8,0,She's Out of My League,Movies (Acq),Bronze,
49274,e7a2a04e-fba6-4cdb-920b-fd0e4bd0e57c,0,"Thank You, Have a Nice Day",Movies (Acq),Bronze,10000.0
49681,e7bfa0d0-8ed5-4802-886f-f61b811a57e1,0,Beatriz at Dinner,Movies (Acq),Bronze,139091.0
48291,e7d93204-7f98-4e62-ab52-6c1da053f942,2,Tokyo Vice,Drama Series (OP),Silver,74300000.0
48046,e7db34a7-0f23-41a3-aa48-c2f900781cf4,0,Crocodile Dundee,Movies (Acq),Bronze,250000.0
49060,e7e8727e-05a8-445d-bb73-0e255f5d23d9,0,Cunningham,Docu-Movies (Acq),Bronze,60000.0
48441,e8042796-7a15-4cb7-b784-d237e81626fb,0,After Earth,Movies (Acq),Bronze,654306.0
48654,e8435b8c-2bb6-45a0-8960-3c8fa7777406,0,Deepwater Horizon,Movies (Acq),Bronze,2991072.0
47482,e8626e0a-563a-4b60-b02d-941d27dfdb9e,0,Halloween's Most Extreme,Specials,Bronze,
47568,e86c27b0-ab20-4c94-8e6c-863d6c46aabb,0,South to Black Power,Docu-Movies (OP),Bronze,2300000.0
49551,e8774d57-3463-461a-a600-2073bd1a199b,1,Jessica's Big Little World,Kids Series (Acq),Bronze,3423372.0
48805,e8ba731a-fea1-4372-9bed-681e03726119,0,Scott Pilgrim vs. The World,Movies (Acq),Bronze,810000.0
49605,e90f1b95-4825-4f3d-bbe2-4cbc82dc7229,6,Looney Tunes Cartoons,Kids Series (OP),Bronze,
47935,e921ef41-ce5d-41ae-a2b8-d337d3eec499,4,Vacation House Rules,Unscripted Series (Acq),Bronze,
49554,e93e8268-90cc-4ea0-8d9e-35770bc803df,0,This One's for the Ladies,Docu-Movies (Acq),Bronze,90000.0
48482,e9474359-24e7-4cea-98b5-1095af3b2cda,3,Bargain Block,Unscripted Series (Acq),Bronze,
48443,e947b6ca-8186-4b57-90ef-c511d29cc37f,9,The Murder Tapes,Docu-Series (Acq),Bronze,
48293,e94a6dcc-843e-4dfb-8669-49488daf9489,0,Evil Dead,Movies (Acq),Bronze,360000.0
47654,e9697f5a-8621-4ae5-a8e3-af459bb9e6e5,1,High Speed Chase,Docu-Series (Acq),Bronze,
48952,e96b83fb-7fb9-4011-89f1-2370d48f647f,2,Autobiography: Cold Case,Unscripted Series (Acq),Bronze,
49318,e96b83fb-7fb9-4011-89f1-2370d48f647f,1,Autobiography: Cold Case,Unscripted Series (Acq),Bronze,
49157,e97ca7cd-5899-4d77-8892-f04de23574da,2,Mini Beat Power Rockers,Kids Series (Acq),Bronze,
49396,e97ca7cd-5899-4d77-8892-f04de23574da,1,Mini Beat Power Rockers,Kids Series (Acq),Bronze,
47845,e98a9a31-ff33-4e89-9a60-e4a9db5bc1ae,3,Kung Fu,Drama Series (Acq),Bronze,10400000.0
48656,e9971e2f-2476-49a1-bac9-80e89bab92c3,1,The Accidental Influencer,Drama Series (OP),Bronze,
48966,e9b4547c-ed10-4bb7-bb92-aa01d2e4104e,0,Pet Sematary Two,Movies (Acq),Bronze,225000.0
48761,e9c8828b-4ffa-43ed-97ff-becbf93a7b4d,0,Upgrade,Movies (Acq),Bronze,4653018.4
49820,ea445e27-3a45-4342-addb-ca02f1bba637,0,The Brave One,Movies (Acq),Bronze,
47914,ea493759-6cd9-42e8-9ac1-1db272459677,0,MechaShark,Specials,Bronze,
49181,ea5fe58c-e1e5-41ea-b0c7-050e6ad79ca8,0,Rise of the Monster Hammerheads,Specials,Bronze,
48846,ea95b53e-3436-4a95-bbef-ce31e489c83c,5,In With the Old,Unscripted Series (Acq),Bronze,
49757,ea95b53e-3436-4a95-bbef-ce31e489c83c,4,In With the Old,Unscripted Series (Acq),Bronze,
49792,eab3287d-64f3-491a-b597-25d7e84e6a68,0,The Inevitable Defeat of Mister and Pete,Movies (Acq),Bronze,173864.0
48667,eac9d52d-5632-4244-a20e-13c7148fa876,0,Alien Sharks: First Contact,Specials,Bronze,
47866,eae89ae3-8922-4f5f-a268-990256a91299,0,Post Grad,Movies (Acq),Bronze,230000.0
47625,eaf88a81-92af-4a9c-a822-87c9a5c27b28,0,Snowden,Movies (Acq),Bronze,175000.0
47684,eb26e00e-9582-4790-a61c-48d785926f58,14,Gold Rush,Unscripted Series (Acq),Bronze,
49479,eb2b8bdb-4754-425d-a058-5f67b58479de,1,JDM Legends,Unscripted Series (Acq),Bronze,
48449,eb645373-20de-4349-a2f4-5c01ccc5fb9b,0,Taken 3,Movies (Acq),Bronze,3257701.0
48545,eb767a28-3eca-41a5-b806-408c996e572d,0,Shanghai,Movies (Acq),Bronze,75000.0
49220,ebbeb61d-d82d-42c3-abd3-d75ea52c89d4,1,Mark Rober's Revengineers,Unscripted Series (Acq),Bronze,
48180,ebc71cb6-50b0-4a3a-b6b3-350ab6fc5f25,0,"Boy Next Door, The",Movies (Acq),Bronze,1942243.0
47796,ebf44dfe-509d-4226-a749-970f0ac2d234,0,Batman: The Doom That Came to Gotham,Movies (Acq),Bronze,819000.0
47526,ec121193-ad81-4e48-9277-2fecaff56cb9,0,Midnight Sun,Movies (Acq),Bronze,175000.0
49143,ec1dc900-0e2a-4b60-aae2-798ef90c7eaa,0,Carrie,Movies (Acq),Bronze,576000.0
49515,ec2a2c37-73ce-4590-a642-9a5ffdcb11fc,0,Love is Strange,Movies (Acq),Bronze,92600.0
49771,ec307a2c-ee6e-4ce6-8ff3-8eb0a70e7088,0,El Carrito,Movies (Acq),Bronze,10000.0
47490,ec92dad5-265d-4b09-a27e-c7f7629cdfc3,1,Adventure Time: Fionna & Cake,Adult Animation Series (OP),Bronze,10512716.0
48173,ecbe2f81-8f8a-4239-8247-77ec703bb8e1,0,Meg 2: The Trench,Movies (Acq),Platinum,33040126.8
49689,ed47e804-ec43-431f-9270-4280a8ded1e1,0,Pens & Pencils,Movies (Acq),Bronze,25000.0
47552,ed645022-5fda-4ffd-bb97-3ab1d8acdd69,0,USS Indianapolis: Men of Courage,Movies (Acq),Bronze,125000.0
48668,ed753a48-ae4c-485c-ba4f-6743b30d587d,0,SW22: Mission Shark Dome,Specials,Bronze,
49488,edb9d142-c51d-4fa3-a303-e5e27487a9f6,0,Hannah and Her Sisters,Movies (Acq),Bronze,216000.0
47992,ede60b7d-ac87-4560-b0c5-cc7184f6816d,3,Mystery at Blind Frog Ranch,Unscripted Series (Acq),Bronze,
47428,ede9ff39-02aa-4f4a-9d1c-08a414804fcf,0,Megasharks of Dangerous Reef,Specials,Bronze,
48586,ee0bb23a-a48e-45b7-8a32-2bd8ae680aeb,0,The Cabin in the Woods,Movies (Acq),Bronze,150000.0
47869,ee394a24-961a-47aa-bcd7-be50ab98f81a,0,Halloween Craziest,Specials,Bronze,
49036,ee4c2eb7-f2ff-43e0-892a-10c1e36d9306,2,Capturing Home,Unscripted Series (Acq),Bronze,
48253,ee649ad6-765f-4b82-913d-ed10fe22bedb,0,Peter & the Wolf,Movies (OP),Bronze,3010000.0
49447,ee649e7e-cf62-4038-90a6-19dd6dda6457,0,The Frozen Ground,Movies (Acq),Bronze,250000.0
48956,ee7c8866-0949-4e3a-9440-3ea35d68b0b3,0,Infernal Affairs III,Movies (Acq),Bronze,
47767,ef0155fa-e05e-4a2c-a76f-3ea5415ec777,0,Devil's Road: The True Story of Ed and Lorraine Warren,Specials,Bronze,
48775,ef370638-8de8-4469-abf3-a66e49e4ebf5,0,The Art of Self-Defense,Movies (Acq),Bronze,400000.0
48726,ef6e07f8-f134-4107-af94-3184d70a42da,0,The Comedian,Movies (Acq),Bronze,92600.0
48255,ef833c95-bddf-4204-8e34-bc231327ec4a,5,How It's Made,Unscripted Series (Acq),Bronze,
47492,ef9a4595-4213-428a-9380-dd20bfd54133,1,Selena + Restaurant,Unscripted Series (Acq),Bronze,
48843,efb05943-beee-4347-b12b-e181e606f345,1,The Regime,Drama Series (OP),Gold,56500000.0
47996,efd5609e-9c6b-4c76-915b-f89debda0849,1,The Convict,Drama Series (Acq),Bronze,
47546,f00f5486-4bf3-461f-8272-a5598cc7865d,10,90 Day Fiance,Unscripted Series (Acq),Bronze,
49634,f0306e74-ca47-424d-a496-fdf96dae34ea,0,Spirited Away: Live on Stage (with Mone Kamishiraishi as Chihiro),Specials,Bronze,
47688,f0687355-a562-4725-84ba-bc8094dce6b0,1,God Save Texas,Docu-Series (OP),Bronze,
49801,f07f600c-f29a-43eb-8b22-54c84fe31d9c,0,Balls of Fury,Movies (Acq),Bronze,
47593,f0a4f239-0b57-47e2-a39a-54fb96925e61,0,Dune: Part Two,,Bronze,
47832,f0b32bd7-dff9-4732-bdc6-f25bcf0a6cc7,0,Never Grow Old,Movies (Acq),Bronze,139091.0
49438,f0c8e95a-80d9-4a56-b630-d0290573d57a,3,Car Issues,Unscripted Series (Acq),Bronze,
49107,f0c8e95a-80d9-4a56-b630-d0290573d57a,2,Car Issues,Unscripted Series (Acq),Bronze,
47669,f117a29e-dff3-4d0b-b40a-f4e9867f0b89,0,Basquiat,Movies (Acq),Bronze,
49698,f1716358-3ab9-428f-a288-78f07c4fc3ea,0,Now and Then – The Last Beatles Song,Docu-Movies (Acq),Bronze,
49258,f17d9905-70e3-4f7e-901e-9290b45c3f42,0,Island of the Mega Shark,Specials,Bronze,
49080,f18b8c94-a946-4abf-a981-a2a1f527ecfd,17,Truck U,Unscripted Series (Acq),Bronze,
49783,f18b8c94-a946-4abf-a981-a2a1f527ecfd,19,Truck U,Unscripted Series (Acq),Bronze,
49593,f18b8c94-a946-4abf-a981-a2a1f527ecfd,18,Truck U,Unscripted Series (Acq),Bronze,
49522,f18b8c94-a946-4abf-a981-a2a1f527ecfd,16,Truck U,Unscripted Series (Acq),Bronze,
47462,f18cc6df-cb70-43f5-bbc6-e5d63e9ff773,0,Marked for Death,Movies (Acq),Bronze,230000.0
47970,f1d3f21c-9900-4d06-83aa-10611d0d4ba2,0,Ramy Youssef: More Feelings,Specials,Bronze,
49462,f1d92292-213e-489c-a928-b16e900fd36c,3,Making Modern With Brooke and Brice,Unscripted Series (Acq),Bronze,
48467,f1e64d9c-cd12-4254-b980-7442ab8d82d3,2,Somebody Somewhere,Comedy Series (OP),Bronze,21800000.0
48511,f1fcff61-fdcb-413a-be01-1eb47ecfda7a,0,What Happened at Fells Acres?,Docu-Movies (Acq),Bronze,
48095,f2127e58-1c4e-4855-a310-538a8acc91e1,0,Swiss Army Man,Movies (Acq),Bronze,475000.0
49502,f2156c5a-8db1-48aa-a76e-b4e31d99ca42,0,Ordinary Love,Movies (Acq),Bronze,250000.0
48356,f225879e-0c97-497e-b881-eda055ea8d79,0,Shark of Darkness: Wrath of Submarine,Specials,Bronze,
48764,f2485ecc-c420-49b2-b341-1272c703e2fd,0,Dr. Pimple Popper Pops Shark Week,Specials,Bronze,
48526,f24ce729-b66e-4cb0-b9e1-e06470c01c5d,0,Teen Wolf,Movies (Acq),Bronze,315000.0
48151,f2641d61-8192-4613-a232-f11427894a3d,0,Push,Movies (Acq),Bronze,175000.0
47712,f2655361-d573-421c-8d0d-38b7d5e8fa20,4,Belle Collective,Unscripted Series (Acq),Bronze,
48098,f2655361-d573-421c-8d0d-38b7d5e8fa20,3,Belle Collective,Unscripted Series (Acq),Bronze,
48011,f2754793-7c0b-4cb9-b956-2cef112f6d9f,2,Happy to Be Home,Unscripted Series (Acq),Bronze,
47858,f2754793-7c0b-4cb9-b956-2cef112f6d9f,1,Happy to Be Home,Unscripted Series (Acq),Bronze,
48772,f2941170-e9eb-4ae7-9985-55b563a1a06a,0,Licence to Kill,Movies (Acq),Bronze,252000.0
49045,f2ccdba3-14c4-4cf4-b681-cae6213bd8f0,6,Moonshiners: Master Distiller,Unscripted Series (Acq),Bronze,
47533,f2f059c0-35af-4e6a-b04e-3c64e5c10d84,0,The Lighthouse,Movies (Acq),Bronze,925000.0
47745,f2fd9698-5ca6-462b-b151-29e2e27726ad,1,FEDS,Docu-Series (Acq),Bronze,
49622,f31660ca-5519-49a5-af32-4bdfc123c9a2,0,Alien Sharks: Greatest Hits,Specials,Bronze,
48703,f31ebe80-bbf7-412a-b155-48a0d3ad8610,0,Sydney White,Movies (Acq),Bronze,
49730,f36bf725-5e09-40b3-86a8-cf518daf8ad7,9,All Girls Garage,Unscripted Series (Acq),Bronze,
49784,f36bf725-5e09-40b3-86a8-cf518daf8ad7,8,All Girls Garage,Unscripted Series (Acq),Bronze,
48347,f36bf725-5e09-40b3-86a8-cf518daf8ad7,1,All Girls Garage,Unscripted Series (Acq),Bronze,
49082,f36bf725-5e09-40b3-86a8-cf518daf8ad7,4,All Girls Garage,Unscripted Series (Acq),Bronze,
49084,f36bf725-5e09-40b3-86a8-cf518daf8ad7,10,All Girls Garage,Unscripted Series (Acq),Bronze,
49104,f36bf725-5e09-40b3-86a8-cf518daf8ad7,7,All Girls Garage,Unscripted Series (Acq),Bronze,
49053,f36bf725-5e09-40b3-86a8-cf518daf8ad7,3,All Girls Garage,Unscripted Series (Acq),Bronze,
48206,f36bf725-5e09-40b3-86a8-cf518daf8ad7,2,All Girls Garage,Unscripted Series (Acq),Bronze,
49613,f36bf725-5e09-40b3-86a8-cf518daf8ad7,5,All Girls Garage,Unscripted Series (Acq),Bronze,
49524,f36bf725-5e09-40b3-86a8-cf518daf8ad7,12,All Girls Garage,Unscripted Series (Acq),Bronze,
49808,f36bf725-5e09-40b3-86a8-cf518daf8ad7,6,All Girls Garage,Unscripted Series (Acq),Bronze,
49562,f36bf725-5e09-40b3-86a8-cf518daf8ad7,11,All Girls Garage,Unscripted Series (Acq),Bronze,
48230,f3934487-508a-414a-8745-bf641d71e209,0,A Walk in the Woods,Movies (Acq),Bronze,100000.0
48060,f3ca0597-6ada-406d-b2b7-541528bba3be,0,Extortion,Movies (Acq),Bronze,125000.0
49279,f3d86e5f-cc2a-447b-9839-2202847145eb,0,Unfinished Business: Advancing Dr. King's Dream,Specials,Bronze,
49310,f3d88f51-9b64-49c5-963f-7b31a453d8ae,0,Next Aisle Over,Movies (Acq),Bronze,
49294,f40111a7-f983-43ee-8176-8a4e2de938e6,1,Home in Hawaii,Unscripted Series (Acq),Bronze,
48599,f40ce4a8-7d24-4edc-ab08-dba284907b83,0,Paranormal Activity: The Marked Ones,Movies (Acq),Bronze,285000.0
48504,f429e875-5171-44ab-9ec4-27ee2dc8d691,2,The Cleaning Lady,Drama Series (Acq),Bronze,4045046.0
48872,f45180ba-e740-4b2c-96e9-d4515e68098a,0,Denial,Movies (Acq),Bronze,90000.0
49624,f4939433-c484-4193-9716-652adc5a8277,4,The Plot Thickens,Docu-Series (Acq),Bronze,
48058,f4afb93d-6ee7-4238-b39e-afc2052709c5,0,"Scooby-Doo! and Krypto, Too!",Movies (Acq),Bronze,549000.0
48456,f5091ced-b6c4-4d3f-8744-847be754fcee,0,The Spy Who Loved Me,Movies (Acq),Bronze,252000.0
49494,f5218744-c6bc-489f-af83-fb005c282945,0,Shark Bait,Specials,Bronze,
48496,f54582ad-df6e-4dd3-b98c-0828e07aea10,16,Naked and Afraid,Unscripted Series (Acq),Bronze,
47602,f54582ad-df6e-4dd3-b98c-0828e07aea10,17,Naked and Afraid,Unscripted Series (Acq),Bronze,
48051,f5550bda-bb16-4f0f-a794-00a8fb9bc674,4,Bob Hearts Abishola,Comedy Series (Acq),Bronze,13200000.0
48985,f576b605-5a5f-4d68-91e5-81112b7b3e47,1,Idris Elba: No Limits,Unscripted Series (Acq),Bronze,
47412,f57bebe5-5766-4c17-a972-85f26604530c,0,War for the Planet of the Apes,Movies (Acq),Bronze,4000000.0
49428,f5b18a9f-0dc0-4bb0-9fc3-93f26a7c66a7,0,Blue Serengeti,Specials,Bronze,
